Gene_ID,Patient1,Patient2,Patient3,Patient4,Patient5,Patient6,Patient7
ENSG00000021355,46,47,18,35,125,39,78
ENSG00000266750,2,0,0,4,2,1,0
ENSG00000230438,14,2,2,14,6,6,18
ENSG00000170542,127,151,107,79,165,105,103
ENSG00000232999,0,0,0,0,0,0,0
ENSG00000228365,0,0,0,1,1,0,0
ENSG00000124570,185,311,142,182,351,209,251
ENSG00000244041,21,16,18,18,25,14,21
ENSG00000124588,340,416,187,275,290,299,224
ENSG00000224846,1,2,0,0,2,0,0
ENSG00000271361,0,0,0,0,0,0,0
ENSG00000274855,0,0,0,1,0,0,0
ENSG00000232654,3,1,2,1,0,2,1
ENSG00000217707,0,0,0,0,0,0,0
ENSG00000229282,0,2,2,0,3,1,0
ENSG00000137275,71,111,82,86,128,108,101
ENSG00000272277,2,1,2,2,6,0,3
ENSG00000222248,0,1,1,0,0,0,0
ENSG00000137274,110,81,46,55,83,78,56
ENSG00000228170,0,0,0,0,0,0,0
ENSG00000137267,2185,2093,1682,3659,2857,3168,2464
ENSG00000216819,108,130,57,366,154,219,177
ENSG00000230269,3,2,4,3,2,3,0
ENSG00000137285,2060,1996,1530,3396,2989,2686,2255
ENSG00000180822,102,101,92,90,108,108,80
ENSG00000137266,190,215,146,169,262,223,184
ENSG00000272320,36,27,27,22,41,21,38
ENSG00000228793,0,4,0,2,0,0,0
ENSG00000270477,2,4,3,3,0,4,1
ENSG00000168994,22,32,16,29,112,29,78
ENSG00000270504,3,5,2,5,5,3,4
ENSG00000219992,3,0,0,0,1,0,3
ENSG00000238158,0,2,2,0,1,1,0
ENSG00000233068,0,1,0,0,0,0,0
ENSG00000145945,29,27,18,27,22,34,19
ENSG00000260604,9,5,3,6,12,6,2
ENSG00000218472,3,13,1,2,7,5,7
ENSG00000217135,1,2,0,0,1,1,1
ENSG00000217566,0,0,0,0,0,3,0
ENSG00000216657,2,19,14,15,7,11,6
ENSG00000279926,7,2,6,2,9,5,2
ENSG00000272248,1,3,0,0,1,2,1
ENSG00000230648,0,5,0,0,0,0,0
ENSG00000112739,502,522,345,379,595,410,492
ENSG00000145975,3,4,3,4,4,3,1
ENSG00000185689,3,8,2,5,4,2,2
ENSG00000198721,117,130,119,90,175,118,103
ENSG00000254821,0,1,0,1,0,0,2
ENSG00000234817,1,3,1,1,1,2,2
ENSG00000237716,3,2,0,0,1,4,0
ENSG00000216307,3,2,2,3,0,4,4
ENSG00000285424,2,6,9,3,5,4,1
ENSG00000231811,1,0,0,0,0,0,0
ENSG00000201185,2,1,1,0,1,0,0
ENSG00000285694,1,1,0,1,2,2,4
ENSG00000260239,0,1,2,2,1,0,0
ENSG00000270695,0,0,0,0,1,2,0
ENSG00000260673,0,0,0,0,2,0,0
ENSG00000205444,1,0,0,0,0,0,0
ENSG00000217385,10,3,3,11,6,8,4
ENSG00000153046,80,107,81,84,100,72,97
ENSG00000284823,0,0,1,0,0,0,0
ENSG00000236336,0,0,0,0,0,0,0
ENSG00000217030,2,2,1,1,1,0,9
ENSG00000124787,26,11,11,27,16,13,14
ENSG00000272142,2,12,0,3,10,4,6
ENSG00000271978,19,12,9,16,14,9,10
ENSG00000220685,5,1,3,3,4,2,6
ENSG00000219607,23,33,19,9,13,21,12
ENSG00000214113,124,132,102,77,90,106,119
ENSG00000265083,2,6,3,2,3,3,4
ENSG00000145982,62,95,46,69,66,74,71
ENSG00000220446,2,4,1,3,3,2,4
ENSG00000269985,5,6,1,4,5,4,1
ENSG00000218574,2,8,5,0,9,1,2
ENSG00000270174,19,14,13,16,13,13,6
ENSG00000217239,2,8,4,3,5,6,1
ENSG00000216360,9,5,10,6,13,9,2
ENSG00000233064,0,0,0,3,3,1,0
ENSG00000239472,1,1,1,0,0,0,0
ENSG00000215057,24,15,48,106,16,50,49
ENSG00000124785,227,279,292,269,103,323,150
ENSG00000124491,16,36,29,25,303,50,21
ENSG00000263572,0,0,0,0,0,0,0
ENSG00000283616,0,0,0,0,0,0,0
ENSG00000216863,204,162,171,132,87,143,110
ENSG00000241216,0,0,0,0,0,0,0
ENSG00000285717,42,24,20,32,28,24,16
ENSG00000218868,18,9,9,16,2,5,13
ENSG00000112799,19,14,6,8,31,8,19
ENSG00000261211,1,4,4,1,3,4,2
ENSG00000279368,1,1,0,0,0,5,4
ENSG00000226281,0,1,2,1,0,1,1
ENSG00000224532,0,0,0,0,0,0,0
ENSG00000219986,3,3,4,4,2,0,8
ENSG00000223342,0,0,1,0,0,0,0
ENSG00000240936,1,0,0,0,1,1,0
ENSG00000203498,0,0,0,0,0,0,0
ENSG00000124782,60,107,49,41,96,62,87
ENSG00000225092,3,7,6,8,9,4,6
ENSG00000201483,128,117,144,54,33,1,11
ENSG00000285771,0,0,0,1,1,0,0
ENSG00000124783,704,732,792,577,953,700,739
ENSG00000238221,1,4,1,1,0,0,2
ENSG00000164304,1,6,3,0,3,2,4
ENSG00000219375,4,2,4,1,0,5,5
ENSG00000220472,15,12,1,3,7,10,5
ENSG00000230570,1,0,0,0,0,0,0
ENSG00000124784,47,51,63,59,78,52,55
ENSG00000233503,21,19,17,26,12,15,31
ENSG00000219993,1,0,0,0,0,0,0
ENSG00000234115,3,6,3,3,2,3,5
ENSG00000261189,0,1,1,0,0,0,0
ENSG00000096696,103,57,108,20,474,85,11
ENSG00000168566,91,77,64,59,105,98,88
ENSG00000236512,0,0,0,0,1,1,1
ENSG00000153162,3,14,14,6,27,7,10
ENSG00000239264,1,14,19,7,15,7,7
ENSG00000259040,0,0,0,0,0,0,0
ENSG00000217746,2,0,0,3,1,0,0
ENSG00000219294,26,9,9,19,15,16,11
ENSG00000188428,35,51,32,35,40,29,44
ENSG00000265818,0,0,0,0,0,0,0
ENSG00000124802,59,27,105,52,32,53,31
ENSG00000232234,0,3,6,5,4,4,3
ENSG00000285216,0,0,0,0,0,0,0
ENSG00000234763,1,0,0,0,1,1,0
ENSG00000124786,40,48,48,31,53,62,59
ENSG00000285219,91,115,118,92,111,111,102
ENSG00000276019,0,0,0,0,0,0,0
ENSG00000225775,0,0,1,2,1,0,1
ENSG00000181355,5,2,1,1,3,3,3
ENSG00000216368,0,2,2,2,0,1,1
ENSG00000229765,0,1,0,0,1,0,0
ENSG00000221583,0,0,0,0,0,1,0
ENSG00000216781,3,2,1,3,1,1,2
ENSG00000137203,2,7,7,4,4,5,8
ENSG00000285278,0,0,4,2,1,0,1
ENSG00000229950,0,0,1,0,0,0,0
ENSG00000228478,0,0,0,0,0,1,1
ENSG00000285759,0,0,0,0,0,1,0
ENSG00000183674,3,0,1,0,0,0,1
ENSG00000229401,0,0,1,0,1,0,1
ENSG00000263705,0,0,0,4,0,0,0
ENSG00000238076,0,2,2,0,0,2,0
ENSG00000231056,0,0,0,0,0,0,0
ENSG00000111846,22,44,39,17,17,20,13
ENSG00000237685,1,2,3,0,1,0,0
ENSG00000216359,0,0,0,0,0,0,0
ENSG00000217181,1,3,4,5,1,3,3
ENSG00000205318,0,0,1,1,0,1,0
ENSG00000285763,4,12,5,9,8,7,10
ENSG00000137434,6,8,2,6,2,4,1
ENSG00000201048,2,1,2,0,3,0,1
ENSG00000111845,74,89,65,109,100,91,91
ENSG00000111843,82,62,38,80,57,79,83
ENSG00000272097,15,10,6,6,9,13,3
ENSG00000137210,84,110,75,110,78,108,137
ENSG00000272162,0,0,0,0,0,0,0
ENSG00000222383,1,2,9,0,1,0,3
ENSG00000111837,85,81,40,47,85,79,42
ENSG00000124827,12,19,12,7,15,24,5
ENSG00000235051,6,1,3,3,2,4,1
ENSG00000153157,40,48,18,44,38,47,32
ENSG00000197977,145,121,97,81,197,68,67
ENSG00000274541,2,5,1,0,0,4,2
ENSG00000230314,3,10,7,2,11,3,1
ENSG00000224531,637,741,865,620,596,733,469
ENSG00000244476,15,20,11,18,10,11,7
ENSG00000271245,0,6,2,0,0,0,0
ENSG00000247925,5,3,2,2,2,2,1
ENSG00000111859,104,146,108,71,181,98,140
ENSG00000233656,0,2,0,0,0,0,0
ENSG00000242753,0,0,0,0,1,0,2
ENSG00000202313,0,0,0,0,0,0,0
ENSG00000218020,2,6,1,0,5,4,5
ENSG00000205269,852,1087,1402,677,833,809,699
ENSG00000271897,0,0,0,0,2,0,0
ENSG00000277473,1,0,0,0,2,0,0
ENSG00000207419,0,0,0,1,0,0,0
ENSG00000111863,8,29,14,66,13,33,10
ENSG00000234427,4,1,0,0,0,0,0
ENSG00000215124,5,2,1,1,3,0,1
ENSG00000225102,0,0,1,0,0,0,0
ENSG00000229896,0,1,0,3,0,0,0
ENSG00000095951,322,409,289,385,299,368,242
ENSG00000078401,12,14,14,12,134,24,42
ENSG00000218893,2,3,4,0,0,1,1
ENSG00000223321,0,0,0,0,0,1,0
ENSG00000212802,285,227,201,247,194,363,255
ENSG00000234015,0,0,1,1,3,0,1
ENSG00000112137,1138,1441,1252,1140,837,1331,1145
ENSG00000206702,6,46,17,56,58,144,45
ENSG00000215022,37,45,23,30,36,34,17
ENSG00000145979,82,90,48,80,61,74,76
ENSG00000272379,0,0,0,0,0,0,0
ENSG00000145990,1002,1153,1213,816,807,1117,1080
ENSG00000237786,5,5,2,0,4,0,5
ENSG00000218265,19,9,15,14,47,13,27
ENSG00000202351,3,5,4,9,1,4,2
ENSG00000124523,157,194,130,128,103,168,106
ENSG00000261071,0,0,0,0,0,0,0
ENSG00000225921,58,40,45,48,56,46,35
ENSG00000010017,204,239,213,191,267,235,256
ENSG00000050393,316,331,326,268,308,316,279
ENSG00000272209,1,0,1,0,3,0,1
ENSG00000180537,136,157,166,124,127,136,123
ENSG00000220868,4,7,5,20,1,8,5
ENSG00000233981,3,1,0,3,0,0,1
ENSG00000112149,98,185,137,160,128,194,102
ENSG00000285639,2,3,2,2,0,7,0
ENSG00000238987,0,1,0,0,0,0,0
ENSG00000230631,0,0,6,0,0,0,2
ENSG00000226673,5,2,4,3,0,1,3
ENSG00000237346,0,0,2,0,0,1,1
ENSG00000234540,0,0,0,0,1,0,0
ENSG00000229646,0,0,0,1,0,0,0
ENSG00000206960,0,0,0,0,0,0,0
ENSG00000234261,0,0,0,1,0,2,0
ENSG00000216754,0,0,0,3,0,0,0
ENSG00000242989,3,0,0,0,0,1,1
ENSG00000271888,1,2,7,1,2,3,8
ENSG00000008083,132,169,105,95,165,135,186
ENSG00000235488,3,3,2,4,2,4,4
ENSG00000201367,1,1,1,1,0,5,0
ENSG00000201519,0,1,0,1,0,0,1
ENSG00000277411,1,0,0,0,0,0,0
ENSG00000047579,102,100,74,65,82,114,106
ENSG00000214027,14,4,7,7,7,21,6
ENSG00000232947,1,2,1,0,0,3,0
ENSG00000274212,0,0,0,0,0,1,0
ENSG00000217585,14,4,3,6,4,5,0
ENSG00000007944,77,110,72,86,75,69,115
ENSG00000263712,0,0,5,0,1,0,1
ENSG00000218073,1,2,1,0,1,0,4
ENSG00000217078,0,0,1,0,0,0,0
ENSG00000216364,0,5,0,0,0,0,1
ENSG00000251831,0,0,0,0,0,1,0
ENSG00000207193,1,1,0,10,1,2,0
ENSG00000137198,22,45,7,17,54,35,44
ENSG00000282024,1,4,0,1,8,3,0
ENSG00000124788,1305,1740,1352,1377,1199,1406,1054
ENSG00000229931,4,9,6,10,6,3,1
ENSG00000272341,43,77,48,43,38,47,23
ENSG00000230873,1,0,4,0,3,3,0
ENSG00000112183,61,74,76,74,46,66,44
ENSG00000219314,1,2,1,0,2,0,0
ENSG00000112186,1038,1155,1201,1200,493,1416,367
ENSG00000184612,11,41,28,8,26,23,18
ENSG00000218359,1,0,1,0,1,0,0
ENSG00000137414,385,483,667,401,412,485,357
ENSG00000124789,347,350,324,358,451,443,345
ENSG00000206881,0,1,2,0,0,2,3
ENSG00000272269,2,0,1,0,0,0,0
ENSG00000201415,0,0,0,0,0,0,0
ENSG00000201442,0,0,2,2,0,3,0
ENSG00000137177,490,409,280,224,491,394,475
ENSG00000220920,11,8,3,6,9,2,2
ENSG00000187566,14,18,7,12,21,5,8
ENSG00000137364,250,206,207,168,171,230,171
ENSG00000165097,171,157,160,110,226,134,99
ENSG00000124795,334,279,326,202,445,326,404
ENSG00000199715,0,0,0,0,0,1,0
ENSG00000278102,0,2,0,2,1,0,0
ENSG00000200681,0,1,0,0,1,0,0
ENSG00000217414,6,24,11,8,8,10,4
ENSG00000218976,2,3,3,6,1,2,4
ENSG00000137393,51,103,65,47,111,66,56
ENSG00000283408,0,1,0,1,0,1,0
ENSG00000207775,0,0,1,0,0,0,0
ENSG00000217379,1,2,1,0,0,1,0
ENSG00000231662,1,0,1,0,1,1,0
ENSG00000228412,7,15,9,7,7,6,10
ENSG00000218643,1,9,0,3,2,4,3
ENSG00000201523,0,0,0,0,0,0,0
ENSG00000214012,3,0,1,1,3,3,1
ENSG00000217314,2,2,0,3,1,2,0
ENSG00000200957,0,0,0,0,0,0,0
ENSG00000172201,222,273,204,140,452,274,308
ENSG00000229700,1,0,0,3,0,0,1
ENSG00000172197,2,3,7,4,4,5,4
ENSG00000227803,0,5,1,0,0,1,0
ENSG00000112242,116,161,201,139,138,173,103
ENSG00000240869,17594,36973,4551,1999,2340,8302,4688
ENSG00000224707,7,4,1,4,15,6,5
ENSG00000222431,3,1,1,2,1,2,0
ENSG00000201683,1,1,2,1,0,0,0
ENSG00000145996,79,108,65,74,121,65,87
ENSG00000225832,1,2,0,0,0,0,0
ENSG00000233848,0,5,1,0,3,0,3
ENSG00000252046,0,0,1,0,3,0,0
ENSG00000227089,0,0,1,0,1,0,0
ENSG00000280989,2,0,2,1,0,0,0
ENSG00000231754,4,11,3,7,2,4,7
ENSG00000283480,0,1,1,0,0,1,0
ENSG00000124766,69,93,44,54,39,31,59
ENSG00000220771,0,2,0,0,0,1,0
ENSG00000272168,262,306,283,307,321,296,269
ENSG00000280443,1,2,0,0,0,1,1
ENSG00000222515,0,4,1,2,1,1,0
ENSG00000260455,3,4,2,4,3,2,3
ENSG00000219404,0,1,0,2,0,4,2
ENSG00000172179,1,0,1,0,2,0,0
ENSG00000112273,6,6,6,6,5,9,6
ENSG00000228772,17,9,9,14,16,11,13
ENSG00000233358,3,0,4,1,0,1,0
ENSG00000218476,1,0,1,0,0,1,0
ENSG00000207394,0,0,1,0,0,0,0
ENSG00000235743,0,0,0,0,0,0,0
ENSG00000219453,0,0,0,0,0,0,0
ENSG00000278128,2,2,4,0,2,3,0
ENSG00000218512,7,3,2,2,2,2,2
ENSG00000220748,1,3,2,0,2,2,0
ENSG00000219582,0,5,1,1,3,0,0
ENSG00000152954,370,602,356,436,204,548,277
ENSG00000251830,0,0,0,0,0,0,0
ENSG00000146038,27,25,41,21,26,30,10
ENSG00000146049,3,1,0,1,0,0,0
ENSG00000202050,0,0,0,0,0,0,0
ENSG00000124532,129,128,139,142,180,142,109
ENSG00000112293,169,157,173,160,143,237,151
ENSG00000112294,426,580,503,488,517,604,347
ENSG00000137261,384,329,420,408,308,408,403
ENSG00000218186,24,31,11,30,25,24,7
ENSG00000111802,263,185,235,330,281,191,246
ENSG00000112304,88,87,119,67,113,53,54
ENSG00000272345,4,9,4,0,8,3,1
ENSG00000112308,579,608,555,588,637,598,626
ENSG00000272402,2,5,9,4,6,3,4
ENSG00000224164,0,0,3,3,0,1,0
ENSG00000218806,0,0,0,0,0,0,0
ENSG00000112312,37,17,29,28,59,43,27
ENSG00000260286,1,0,0,0,0,2,8
ENSG00000282804,0,0,0,0,0,0,0
ENSG00000111913,487,358,355,461,406,502,385
ENSG00000217083,0,0,0,0,0,0,3
ENSG00000214975,249,142,126,230,257,364,201
ENSG00000220517,5,5,2,6,2,1,4
ENSG00000244618,2,7,0,1,0,0,3
ENSG00000229313,0,0,0,0,0,0,0
ENSG00000223623,0,0,0,0,1,0,0
ENSG00000168405,40,74,44,37,100,79,83
ENSG00000285801,3,1,3,0,1,4,1
ENSG00000219682,56,44,55,50,46,73,43
ENSG00000262400,3,0,1,0,0,1,0
ENSG00000217805,0,0,0,0,0,1,1
ENSG00000219681,0,0,0,0,0,2,0
ENSG00000271108,0,0,0,0,0,0,0
ENSG00000216718,0,0,1,0,0,0,0
ENSG00000213972,7,8,12,4,13,10,12
ENSG00000079691,419,472,277,362,480,381,284
ENSG00000207286,3,7,1,2,3,4,2
ENSG00000207490,3,1,2,2,2,2,0
ENSG00000079689,1,2,1,0,0,0,2
ENSG00000217408,2,0,0,0,0,0,0
ENSG00000164508,1,0,0,1,0,0,0
ENSG00000146047,0,0,0,0,0,0,0
ENSG00000178762,0,0,0,1,0,2,0
ENSG00000216436,0,0,0,0,1,0,1
ENSG00000146039,1,4,2,0,0,1,7
ENSG00000124568,0,0,0,1,1,0,0
ENSG00000124564,4,0,3,2,1,0,0
ENSG00000242387,0,0,0,0,0,0,0
ENSG00000277410,0,0,0,0,0,0,0
ENSG00000112337,0,1,1,0,1,1,0
ENSG00000112343,25,54,33,12,48,18,38
ENSG00000272558,0,0,0,0,0,0,0
ENSG00000272462,34,43,32,17,61,52,42
ENSG00000272810,1,0,0,0,2,0,1
ENSG00000224447,1,0,0,0,0,0,0
ENSG00000124610,1,2,1,1,1,4,0
ENSG00000275714,2,3,0,2,1,7,4
ENSG00000278637,44,56,25,36,38,21,31
ENSG00000278705,35,12,10,12,32,13,12
ENSG00000274267,3,4,1,1,3,2,2
ENSG00000278463,6,8,2,3,26,2,2
ENSG00000276410,3,2,3,8,4,5,9
ENSG00000234816,0,0,0,1,0,0,5
ENSG00000278272,0,2,0,0,5,0,4
ENSG00000187837,56,18,12,102,52,112,54
ENSG00000010704,6,16,12,9,33,9,25
ENSG00000197061,324,258,296,228,401,303,105
ENSG00000187475,0,2,0,0,0,0,0
ENSG00000180596,26,18,15,30,35,51,43
ENSG00000180573,58,53,66,76,114,68,62
ENSG00000168298,147,85,71,205,135,163,230
ENSG00000158373,23,7,30,19,38,29,11
ENSG00000283064,2,1,0,2,1,1,1
ENSG00000217159,0,2,1,0,0,0,1
ENSG00000274290,7,5,8,15,18,10,14
ENSG00000277157,91,44,29,59,49,44,33
ENSG00000216331,0,0,0,0,0,0,0
ENSG00000282988,6,0,1,4,7,4,2
ENSG00000197409,0,0,0,0,0,0,0
ENSG00000196866,0,0,0,0,0,0,0
ENSG00000277224,10,16,16,19,32,23,17
ENSG00000217275,2,0,0,2,0,0,0
ENSG00000276966,393,329,181,365,298,478,417
ENSG00000273802,86,77,76,102,98,85,150
ENSG00000277075,61,28,25,86,73,78,88
ENSG00000277720,0,0,0,0,0,0,1
ENSG00000274750,3,3,8,3,2,2,0
ENSG00000218281,0,0,0,0,0,0,0
ENSG00000124575,13,4,3,14,24,12,9
ENSG00000274618,4,3,0,7,11,11,11
ENSG00000275663,7,5,5,1,4,0,3
ENSG00000277775,0,1,0,0,1,1,0
ENSG00000275713,1,11,2,2,9,4,4
ENSG00000273983,1,1,1,3,1,0,1
ENSG00000218690,0,0,0,0,0,0,0
ENSG00000278588,6,3,3,2,14,4,4
ENSG00000158406,49,51,23,55,50,29,53
ENSG00000220875,8,18,10,7,4,7,5
ENSG00000186470,44,50,65,32,77,24,37
ENSG00000124508,24,26,19,26,34,27,35
ENSG00000026950,39,48,59,36,62,66,36
ENSG00000124549,16,20,17,7,13,9,13
ENSG00000111801,84,81,82,48,92,98,65
ENSG00000112763,97,107,93,90,137,104,101
ENSG00000284688,0,2,0,0,0,0,0
ENSG00000124557,2,0,1,2,5,2,5
ENSG00000199289,0,1,0,0,0,0,0
ENSG00000228223,535,734,864,468,424,472,503
ENSG00000182952,83,107,87,68,105,95,119
ENSG00000284607,1,5,4,3,2,1,0
ENSG00000146109,31,28,29,27,20,37,27
ENSG00000275846,6,6,11,7,7,4,5
ENSG00000271071,1,2,1,3,1,3,3
ENSG00000181315,218,326,257,155,311,232,239
ENSG00000285571,27,30,14,19,17,20,23
ENSG00000261584,24,40,8,44,25,35,38
ENSG00000241549,169,272,65,166,109,170,238
ENSG00000243307,3,9,0,2,0,5,5
ENSG00000224843,30,40,124,60,47,44,25
ENSG00000272312,5,5,2,0,3,1,1
ENSG00000220581,0,2,0,3,0,1,3
ENSG00000216762,0,2,0,0,3,0,11
ENSG00000219770,0,0,2,0,0,0,1
ENSG00000222800,8,8,13,4,11,4,8
ENSG00000272468,1,0,0,0,1,0,0
ENSG00000124635,12,5,6,7,13,8,5
ENSG00000196787,7,7,4,3,6,0,6
ENSG00000276180,17,5,7,11,13,6,6
ENSG00000197903,15,6,6,22,16,13,12
ENSG00000274997,8,6,2,3,3,3,2
ENSG00000265565,0,1,0,0,0,0,0
ENSG00000174572,0,5,0,1,0,1,0
ENSG00000112812,9,19,14,12,9,8,3
ENSG00000270935,1,0,0,0,1,0,0
ENSG00000158553,0,3,1,0,5,0,0
ENSG00000220758,0,0,0,4,0,3,0
ENSG00000204789,148,161,202,96,128,147,112
ENSG00000124613,101,90,98,77,102,102,96
ENSG00000271755,25,32,41,24,37,42,53
ENSG00000237154,8,6,1,4,9,4,5
ENSG00000096654,152,119,123,83,79,132,91
ENSG00000285849,19,4,10,7,11,2,15
ENSG00000285703,1,1,0,3,1,0,0
ENSG00000278332,0,0,1,0,0,2,0
ENSG00000270666,0,0,0,0,1,4,0
ENSG00000218347,6,5,3,1,2,2,2
ENSG00000219738,4,3,1,1,0,2,1
ENSG00000206671,1,0,0,0,0,0,0
ENSG00000216676,4,6,12,2,4,3,4
ENSG00000281706,1,17,12,3,4,13,9
ENSG00000216915,4,0,4,0,1,0,0
ENSG00000218069,6,17,9,10,10,12,3
ENSG00000217862,0,2,0,0,0,0,0
ENSG00000185130,3,3,3,1,6,8,5
ENSG00000196747,2,4,1,0,1,0,2
ENSG00000278828,3,0,6,2,2,5,5
ENSG00000276368,3,3,1,1,1,3,2
ENSG00000273703,9,3,3,6,3,0,1
ENSG00000197238,61,28,12,85,36,47,43
ENSG00000273542,58,27,17,80,29,47,40
ENSG00000233822,14,15,18,21,17,32,17
ENSG00000275221,0,0,0,0,0,0,0
ENSG00000217646,1,0,1,0,0,0,0
ENSG00000276903,3,0,0,2,2,0,1
ENSG00000184357,0,0,0,1,4,1,2
ENSG00000275379,0,1,0,0,1,1,0
ENSG00000275126,3,0,0,3,0,4,1
ENSG00000197153,0,0,0,2,0,3,0
ENSG00000278677,0,0,0,0,0,0,0
ENSG00000274641,3,4,0,4,2,3,3
ENSG00000238610,0,0,0,0,0,0,0
ENSG00000168131,1,0,1,0,0,0,0
ENSG00000168126,0,0,0,0,0,0,0
ENSG00000124657,1,0,0,0,0,0,1
ENSG00000214374,1,0,0,2,1,1,1
ENSG00000216629,2,0,1,0,0,0,1
ENSG00000217539,5,19,4,13,7,7,23
ENSG00000199851,0,1,0,1,1,0,1
ENSG00000217315,0,1,0,0,2,1,0
ENSG00000187763,0,1,3,1,3,0,0
ENSG00000182477,0,2,1,2,1,5,0
ENSG00000220721,0,2,0,3,6,2,5
ENSG00000272009,0,0,1,2,0,2,1
ENSG00000197279,11,6,10,8,9,9,4
ENSG00000219891,10,4,7,11,6,3,3
ENSG00000219392,7,2,5,0,2,4,7
ENSG00000269293,14,31,13,18,14,16,30
ENSG00000196812,13,10,17,27,13,13,15
ENSG00000261839,5,11,10,1,3,4,11
ENSG00000198315,305,359,317,233,439,320,348
ENSG00000226314,30,54,7,26,41,22,41
ENSG00000280107,23,16,7,18,20,10,8
ENSG00000216901,7,1,13,4,22,4,0
ENSG00000218016,2,5,4,2,7,3,2
ENSG00000176933,1,0,0,0,1,4,1
ENSG00000137185,25,26,28,33,41,43,17
ENSG00000187626,48,53,44,37,61,65,82
ENSG00000189134,3,18,15,9,17,7,10
ENSG00000197062,129,93,106,93,156,129,47
ENSG00000276302,0,0,1,0,0,4,2
ENSG00000137338,140,160,84,137,157,147,221
ENSG00000273712,3,5,0,0,1,3,1
ENSG00000270326,15,4,4,0,9,3,1
ENSG00000235109,67,74,72,100,126,89,89
ENSG00000189298,60,79,51,61,56,81,75
ENSG00000158691,89,100,68,65,112,83,99
ENSG00000251877,0,0,0,0,0,0,3
ENSG00000187987,39,39,33,35,65,42,15
ENSG00000231162,12,10,9,2,4,6,4
ENSG00000219262,0,0,0,0,0,0,0
ENSG00000198704,1,1,1,2,1,0,1
ENSG00000224586,0,1,0,4,1,0,3
ENSG00000232040,61,64,90,67,72,88,70
ENSG00000246350,1,1,2,0,0,1,0
ENSG00000271440,0,0,0,2,0,1,0
ENSG00000235570,1,1,0,0,0,0,0
ENSG00000237425,0,1,0,0,0,1,0
ENSG00000235559,13,17,9,22,5,12,16
ENSG00000225173,0,0,3,0,0,3,1
ENSG00000225595,0,2,4,1,0,5,3
ENSG00000213916,0,0,0,0,0,0,0
ENSG00000233366,0,0,1,0,2,0,0
ENSG00000224157,0,2,2,1,0,0,0
ENSG00000204713,135,177,144,130,203,189,200
ENSG00000212240,0,1,0,0,2,0,1
ENSG00000204709,0,0,0,1,0,0,0
ENSG00000228666,1,1,0,1,1,0,0
ENSG00000263426,194,108,202,692,357,114,623
ENSG00000227214,1,1,2,0,3,0,0
ENSG00000244349,0,0,1,0,0,0,0
ENSG00000197935,9,15,9,1,5,7,8
ENSG00000223677,0,0,0,0,0,0,0
ENSG00000277661,0,0,2,1,0,1,0
ENSG00000204704,0,0,0,0,1,0,0
ENSG00000236909,0,0,0,0,0,0,1
ENSG00000228364,10,38,10,1,5,1,7
ENSG00000204703,1,3,1,1,1,0,0
ENSG00000204702,0,1,0,0,1,1,1
ENSG00000204701,3,2,2,2,4,1,1
ENSG00000227206,0,0,0,0,0,0,0
ENSG00000203492,2,1,1,0,0,0,6
ENSG00000284656,18,18,20,13,13,31,9
ENSG00000204700,0,1,1,0,0,1,1
ENSG00000224233,1,0,1,0,0,1,1
ENSG00000230598,0,0,0,0,0,0,0
ENSG00000197171,8,2,2,1,2,0,0
ENSG00000213911,0,0,0,0,0,0,0
ENSG00000204697,2,0,2,0,0,0,0
ENSG00000242524,0,0,2,0,0,0,0
ENSG00000204695,2,3,4,2,2,2,1
ENSG00000230056,19,9,9,16,18,18,30
ENSG00000243729,0,6,2,1,0,1,0
ENSG00000112462,0,1,2,0,0,1,2
ENSG00000280236,5,1,5,4,3,2,3
ENSG00000251608,0,0,1,0,1,0,2
ENSG00000204694,3,1,0,0,1,1,0
ENSG00000206474,0,1,1,1,0,1,0
ENSG00000277881,0,0,0,0,0,0,0
ENSG00000204688,2,3,4,2,3,2,4
ENSG00000225797,0,1,0,0,0,0,0
ENSG00000230164,1,1,0,0,0,0,0
ENSG00000204687,1,0,0,0,0,0,0
ENSG00000213900,8,0,3,2,10,0,0
ENSG00000229274,1,1,0,0,0,1,0
ENSG00000224582,2,0,7,1,0,1,0
ENSG00000229281,0,1,0,0,0,0,0
ENSG00000237988,1,3,3,2,0,4,0
ENSG00000213886,0,0,0,0,0,0,0
ENSG00000204681,1780,2351,1446,2204,1765,2111,1375
ENSG00000232173,3,10,1,0,1,0,1
ENSG00000227609,0,1,0,3,0,3,0
ENSG00000201330,1,0,0,0,1,0,1
ENSG00000231301,8,11,12,0,5,6,0
ENSG00000204657,21,32,22,8,23,10,6
ENSG00000235238,44,39,29,25,26,47,25
ENSG00000204655,103,155,102,187,384,124,345
ENSG00000204644,1,30,8,10,43,21,63
ENSG00000233916,1,1,0,0,0,0,3
ENSG00000204642,31,82,40,32,41,25,179
ENSG00000225864,0,0,0,0,0,0,0
ENSG00000214922,26,15,14,15,40,23,23
ENSG00000239257,0,0,0,0,0,0,0
ENSG00000273340,3,7,1,0,5,3,2
ENSG00000227758,0,0,0,0,0,0,0
ENSG00000199290,7,7,9,3,4,3,2
ENSG00000235821,2,0,1,0,1,1,1
ENSG00000272236,0,0,0,0,0,0,0
ENSG00000285761,0,1,2,1,4,2,2
ENSG00000270896,0,0,0,0,0,0,0
